source_index,title,artist_credit,primary_artist,release_groups,isrcs,cover_art_status,apple_music_search,spotify_search,youtube_music_search,musicbrainz_release_group_search,verified_cover_page_urls
73,Or Nah,"The Game feat. Too $hort, Problem, AV & Eric Bellinger",The Game,Blood Moon: Year of the Wolf,USKO11401016,needs_api_verification,https://music.apple.com/us/search?term=Or+Nah+The+Game+feat.+Too+%24hort%2C+Problem%2C+AV+%26+Eric+Bellinger,https://open.spotify.com/search/Or%20Nah%20The%20Game%20feat.%20Too%20%24hort%2C%20Problem%2C%20AV%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=Or+Nah+The+Game+feat.+Too+%24hort%2C+Problem%2C+AV+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Blood+Moon%3A+Year+of+the+Wolf&type=release_group&method=indexed,[]
74,Questions,DJ Luke Nasty & Eric Bellinger,DJ Luke Nasty,Highway Music 2,,needs_api_verification,https://music.apple.com/us/search?term=Questions+DJ+Luke+Nasty+%26+Eric+Bellinger,https://open.spotify.com/search/Questions%20DJ%20Luke%20Nasty%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=Questions+DJ+Luke+Nasty+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Highway+Music+2&type=release_group&method=indexed,[]
75,Read Receipts,Sy Ari da Kid feat. Eric Bellinger,Sy Ari da Kid,After the Heartbreak,,needs_api_verification,https://music.apple.com/us/search?term=Read+Receipts+Sy+Ari+da+Kid+feat.+Eric+Bellinger,https://open.spotify.com/search/Read%20Receipts%20Sy%20Ari%20da%20Kid%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Read+Receipts+Sy+Ari+da+Kid+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=After+the+Heartbreak&type=release_group&method=indexed,[]
76,Read Receipts,Sy Ari da Kid feat. Eric Bellinger,Sy Ari da Kid,Sy Ari & R&B Friends,,needs_api_verification,https://music.apple.com/us/search?term=Read+Receipts+Sy+Ari+da+Kid+feat.+Eric+Bellinger,https://open.spotify.com/search/Read%20Receipts%20Sy%20Ari%20da%20Kid%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Read+Receipts+Sy+Ari+da+Kid+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Sy+Ari+%26+R%26B+Friends&type=release_group&method=indexed,[]
77,Ready for It,Kevin Ross & Eric Bellinger,Kevin Ross,"Ready for It | Midnight Microdose, Vol. 2",USUYG1498590,needs_api_verification,https://music.apple.com/us/search?term=Ready+for+It+Kevin+Ross+%26+Eric+Bellinger,https://open.spotify.com/search/Ready%20for%20It%20Kevin%20Ross%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=Ready+for+It+Kevin+Ross+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Ready+for+It&type=release_group&method=indexed,[]
78,Real Emotions,Elliott Trent feat. Eric Bellinger,Elliott Trent,The DownTime,QZHN31954915,needs_api_verification,https://music.apple.com/us/search?term=Real+Emotions+Elliott+Trent+feat.+Eric+Bellinger,https://open.spotify.com/search/Real%20Emotions%20Elliott%20Trent%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Real+Emotions+Elliott+Trent+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=The+DownTime&type=release_group&method=indexed,[]
79,Rich Sex,Konshens feat. Eric Bellinger & Moyann,Konshens,Pool Party,,needs_api_verification,https://music.apple.com/us/search?term=Rich+Sex+Konshens+feat.+Eric+Bellinger+%26+Moyann,https://open.spotify.com/search/Rich%20Sex%20Konshens%20feat.%20Eric%20Bellinger%20%26%20Moyann,https://music.youtube.com/search?q=Rich+Sex+Konshens+feat.+Eric+Bellinger+%26+Moyann,https://musicbrainz.org/search?query=Pool+Party&type=release_group&method=indexed,[]
80,Right Away,Audio Push feat. Eric Bellinger,Audio Push,No Rest... For the Blessed,,needs_api_verification,https://music.apple.com/us/search?term=Right+Away+Audio+Push+feat.+Eric+Bellinger,https://open.spotify.com/search/Right%20Away%20Audio%20Push%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Right+Away+Audio+Push+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=No+Rest...+For+the+Blessed&type=release_group&method=indexed,[]
81,Right Here,Wale feat. Eric Bellinger,Wale,Free Lunch,USWB11801965,needs_api_verification,https://music.apple.com/us/search?term=Right+Here+Wale+feat.+Eric+Bellinger,https://open.spotify.com/search/Right%20Here%20Wale%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Right+Here+Wale+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Free+Lunch&type=release_group&method=indexed,[]
82,Ruthless,"Bone Thugs feat. Layzie Bone, Flesh-N-Bone, Eric Bellinger",Bone Thugs,New Waves,USKO11700425,needs_api_verification,https://music.apple.com/us/search?term=Ruthless+Bone+Thugs+feat.+Layzie+Bone%2C+Flesh-N-Bone%2C+Eric+Bellinger,https://open.spotify.com/search/Ruthless%20Bone%20Thugs%20feat.%20Layzie%20Bone%2C%20Flesh-N-Bone%2C%20Eric%20Bellinger,https://music.youtube.com/search?q=Ruthless+Bone+Thugs+feat.+Layzie+Bone%2C+Flesh-N-Bone%2C+Eric+Bellinger,https://musicbrainz.org/search?query=New+Waves&type=release_group&method=indexed,[]
83,Same Page,Mýa feat. Eric Bellinger,Mýa,Sweet XVI,,needs_api_verification,https://music.apple.com/us/search?term=Same+Page+M%C3%BDa+feat.+Eric+Bellinger,https://open.spotify.com/search/Same%20Page%20M%C3%BDa%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Same+Page+M%C3%BDa+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Sweet+XVI&type=release_group&method=indexed,[]
84,Say,A.D. & Sorry Jaynari feat. Kid Ink & Eric Bellinger,A.D.,Last of the '80s,QZ7SP1700007,needs_api_verification,https://music.apple.com/us/search?term=Say+A.D.+%26+Sorry+Jaynari+feat.+Kid+Ink+%26+Eric+Bellinger,https://open.spotify.com/search/Say%20A.D.%20%26%20Sorry%20Jaynari%20feat.%20Kid%20Ink%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=Say+A.D.+%26+Sorry+Jaynari+feat.+Kid+Ink+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Last+of+the+%2780s&type=release_group&method=indexed,[]
85,Second Hand Smoke,Sage the Gemini feat. Eric Bellinger,Sage the Gemini,Remember Me,USUG11400039,needs_api_verification,https://music.apple.com/us/search?term=Second+Hand+Smoke+Sage+the+Gemini+feat.+Eric+Bellinger,https://open.spotify.com/search/Second%20Hand%20Smoke%20Sage%20the%20Gemini%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Second+Hand+Smoke+Sage+the+Gemini+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Remember+Me&type=release_group&method=indexed,[]
86,Second Hand Smoke,Sage the Gemini feat. Eric Bellinger,Sage the Gemini,Remember Me,,needs_api_verification,https://music.apple.com/us/search?term=Second+Hand+Smoke+Sage+the+Gemini+feat.+Eric+Bellinger,https://open.spotify.com/search/Second%20Hand%20Smoke%20Sage%20the%20Gemini%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Second+Hand+Smoke+Sage+the+Gemini+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Remember+Me&type=release_group&method=indexed,[]
87,Show and Tell,Sammie feat. Eric Bellinger,Sammie,Coming of Age,,needs_api_verification,https://music.apple.com/us/search?term=Show+and+Tell+Sammie+feat.+Eric+Bellinger,https://open.spotify.com/search/Show%20and%20Tell%20Sammie%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Show+and+Tell+Sammie+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Coming+of+Age&type=release_group&method=indexed,[]
88,Slide,MarMar Oso feat. Eric Bellinger,MarMar Oso,Marvin’s Room,USUYG1327344,needs_api_verification,https://music.apple.com/us/search?term=Slide+MarMar+Oso+feat.+Eric+Bellinger,https://open.spotify.com/search/Slide%20MarMar%20Oso%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Slide+MarMar+Oso+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Marvin%E2%80%99s+Room&type=release_group&method=indexed,[]
89,Slip & Fall,Elhae feat. Eric Bellinger,Elhae,AURA II,,needs_api_verification,https://music.apple.com/us/search?term=Slip+%26+Fall+Elhae+feat.+Eric+Bellinger,https://open.spotify.com/search/Slip%20%26%20Fall%20Elhae%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Slip+%26+Fall+Elhae+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=AURA+II&type=release_group&method=indexed,[]
90,Status,Audio Push feat. Eric Bellinger,Audio Push,Cloud 909,,needs_api_verification,https://music.apple.com/us/search?term=Status+Audio+Push+feat.+Eric+Bellinger,https://open.spotify.com/search/Status%20Audio%20Push%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Status+Audio+Push+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Cloud+909&type=release_group&method=indexed,[]
91,Stay Away,E-40 feat. Eric Bellinger,E-40,"The D-Boy Diary (deluxe edition) | The D-Boy Diary, Book 1",US4KV1600030,needs_api_verification,https://music.apple.com/us/search?term=Stay+Away+E-40+feat.+Eric+Bellinger,https://open.spotify.com/search/Stay%20Away%20E-40%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Stay+Away+E-40+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=The+D-Boy+Diary+%28deluxe+edition%29&type=release_group&method=indexed,[]
92,Survivor's Remorse,"Smoke DZA feat. Dom Kennedy, Jay 305 & Eric Bellinger",Smoke DZA,Homegrown,QMKSC1901216,needs_api_verification,https://music.apple.com/us/search?term=Survivor%27s+Remorse+Smoke+DZA+feat.+Dom+Kennedy%2C+Jay+305+%26+Eric+Bellinger,https://open.spotify.com/search/Survivor%27s%20Remorse%20Smoke%20DZA%20feat.%20Dom%20Kennedy%2C%20Jay%20305%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=Survivor%27s+Remorse+Smoke+DZA+feat.+Dom+Kennedy%2C+Jay+305+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Homegrown&type=release_group&method=indexed,[]
93,Tables Turn,Beanz feat. Eric Bellinger,Beanz,Tables Turn,,needs_api_verification,https://music.apple.com/us/search?term=Tables+Turn+Beanz+feat.+Eric+Bellinger,https://open.spotify.com/search/Tables%20Turn%20Beanz%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Tables+Turn+Beanz+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Tables+Turn&type=release_group&method=indexed,[]
94,Taboo,Queen Naija & Eric Bellinger,Queen Naija,After the Butterflies,USUG12309402,needs_api_verification,https://music.apple.com/us/search?term=Taboo+Queen+Naija+%26+Eric+Bellinger,https://open.spotify.com/search/Taboo%20Queen%20Naija%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=Taboo+Queen+Naija+%26+Eric+Bellinger,https://musicbrainz.org/search?query=After+the+Butterflies&type=release_group&method=indexed,[]
95,Taboo,Queen Naija feat. Eric Bellinger,Queen Naija,After the Butterflies,USUG12205904,needs_api_verification,https://music.apple.com/us/search?term=Taboo+Queen+Naija+feat.+Eric+Bellinger,https://open.spotify.com/search/Taboo%20Queen%20Naija%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Taboo+Queen+Naija+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=After+the+Butterflies&type=release_group&method=indexed,[]
96,The One,Connie Diiamond feat. Fabolous & Eric Bellinger,Connie Diiamond,Underdog Szn 2,,needs_api_verification,https://music.apple.com/us/search?term=The+One+Connie+Diiamond+feat.+Fabolous+%26+Eric+Bellinger,https://open.spotify.com/search/The%20One%20Connie%20Diiamond%20feat.%20Fabolous%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=The+One+Connie+Diiamond+feat.+Fabolous+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Underdog+Szn+2&type=release_group&method=indexed,[]
97,Treat Yourself,Wale feat. Eric Bellinger,Wale,Before I SHINE,,needs_api_verification,https://music.apple.com/us/search?term=Treat+Yourself+Wale+feat.+Eric+Bellinger,https://open.spotify.com/search/Treat%20Yourself%20Wale%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Treat+Yourself+Wale+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Before+I+SHINE&type=release_group&method=indexed,[]
98,Trippin' on Me,Travis Scott feat. Eric Bellinger,Travis Scott,TRAVI$ LA FLAME,,needs_api_verification,https://music.apple.com/us/search?term=Trippin%27+on+Me+Travis+Scott+feat.+Eric+Bellinger,https://open.spotify.com/search/Trippin%27%20on%20Me%20Travis%20Scott%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Trippin%27+on+Me+Travis+Scott+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=TRAVI%24+LA+FLAME&type=release_group&method=indexed,[]
99,Type of Day,BJ the Chicago Kid feat. Eric Bellinger,BJ the Chicago Kid,4 Am,,needs_api_verification,https://music.apple.com/us/search?term=Type+of+Day+BJ+the+Chicago+Kid+feat.+Eric+Bellinger,https://open.spotify.com/search/Type%20of%20Day%20BJ%20the%20Chicago%20Kid%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Type+of+Day+BJ+the+Chicago+Kid+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=4+Am&type=release_group&method=indexed,[]
100,Unfollow,Victor Oladipo feat. Eric Bellinger,Victor Oladipo,Songs for You,USUYG1162058,needs_api_verification,https://music.apple.com/us/search?term=Unfollow+Victor+Oladipo+feat.+Eric+Bellinger,https://open.spotify.com/search/Unfollow%20Victor%20Oladipo%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Unfollow+Victor+Oladipo+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Songs+for+You&type=release_group&method=indexed,[]
101,Used 2,"Daz Dillinger, Kurupt & Dogg Pound feat. Eric Bellinger",Daz Dillinger,DPG 4 Life,,needs_api_verification,https://music.apple.com/us/search?term=Used+2+Daz+Dillinger%2C+Kurupt+%26+Dogg+Pound+feat.+Eric+Bellinger,https://open.spotify.com/search/Used%202%20Daz%20Dillinger%2C%20Kurupt%20%26%20Dogg%20Pound%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Used+2+Daz+Dillinger%2C+Kurupt+%26+Dogg+Pound+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=DPG+4+Life&type=release_group&method=indexed,[]
102,Welcome to My City,"AI feat. Junior Reid, Eric Bellinger",AI,和と洋 | Self Selection ‘Hip Hop’ | BEST OF COLLABO Vol.2,JPPO01702704,needs_api_verification,https://music.apple.com/us/search?term=Welcome+to+My+City+AI+feat.+Junior+Reid%2C+Eric+Bellinger,https://open.spotify.com/search/Welcome%20to%20My%20City%20AI%20feat.%20Junior%20Reid%2C%20Eric%20Bellinger,https://music.youtube.com/search?q=Welcome+to+My+City+AI+feat.+Junior+Reid%2C+Eric+Bellinger,https://musicbrainz.org/search?query=%E5%92%8C%E3%81%A8%E6%B4%8B&type=release_group&method=indexed,[]
103,What It Is,Freddie Gibbs feat. Iamsu! & Eric Bellinger,Freddie Gibbs,Hot This Week 19,,needs_api_verification,https://music.apple.com/us/search?term=What+It+Is+Freddie+Gibbs+feat.+Iamsu%21+%26+Eric+Bellinger,https://open.spotify.com/search/What%20It%20Is%20Freddie%20Gibbs%20feat.%20Iamsu%21%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=What+It+Is+Freddie+Gibbs+feat.+Iamsu%21+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Hot+This+Week+19&type=release_group&method=indexed,[]
104,Whatever,Ashlyne Huff feat. Eric Bellinger,Ashlyne Huff,"Promo Only: Mainstream Radio, July 2011",,needs_api_verification,https://music.apple.com/us/search?term=Whatever+Ashlyne+Huff+feat.+Eric+Bellinger,https://open.spotify.com/search/Whatever%20Ashlyne%20Huff%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Whatever+Ashlyne+Huff+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Promo+Only%3A+Mainstream+Radio%2C+July+2011&type=release_group&method=indexed,[]
105,Whatever,Ashlyne Huff feat. Eric Bellinger,Ashlyne Huff,Let It Out,,needs_api_verification,https://music.apple.com/us/search?term=Whatever+Ashlyne+Huff+feat.+Eric+Bellinger,https://open.spotify.com/search/Whatever%20Ashlyne%20Huff%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Whatever+Ashlyne+Huff+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Let+It+Out&type=release_group&method=indexed,[]
106,Where Do We Go,Joe Budden feat. Eric Bellinger,Joe Budden,All Love Lost,,needs_api_verification,https://music.apple.com/us/search?term=Where+Do+We+Go+Joe+Budden+feat.+Eric+Bellinger,https://open.spotify.com/search/Where%20Do%20We%20Go%20Joe%20Budden%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Where+Do+We+Go+Joe+Budden+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=All+Love+Lost&type=release_group&method=indexed,[]
107,Where Do We Go,Joe Budden feat. Eric Bellinger,Joe Budden,Hot This Week 25,,needs_api_verification,https://music.apple.com/us/search?term=Where+Do+We+Go+Joe+Budden+feat.+Eric+Bellinger,https://open.spotify.com/search/Where%20Do%20We%20Go%20Joe%20Budden%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Where+Do+We+Go+Joe+Budden+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Hot+This+Week+25&type=release_group&method=indexed,[]
108,Women of Los Angeles,Wale feat. Eric Bellinger,Wale,"Summer on Sunset | Summer on Sunset, Vol. 1",,needs_api_verification,https://music.apple.com/us/search?term=Women+of+Los+Angeles+Wale+feat.+Eric+Bellinger,https://open.spotify.com/search/Women%20of%20Los%20Angeles%20Wale%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Women+of+Los+Angeles+Wale+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=Summer+on+Sunset&type=release_group&method=indexed,[]
109,World is One 2021,Chuu & Kim Yo Han feat. Eric Bellinger,Chuu,World is One 2021,KRF632103974,needs_api_verification,https://music.apple.com/us/search?term=World+is+One+2021+Chuu+%26+Kim+Yo+Han+feat.+Eric+Bellinger,https://open.spotify.com/search/World%20is%20One%202021%20Chuu%20%26%20Kim%20Yo%20Han%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=World+is+One+2021+Chuu+%26+Kim+Yo+Han+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=World+is+One+2021&type=release_group&method=indexed,[]
110,YAK (You Already Know),Da Brat feat. Sage the Gemini & Eric Bellinger,Da Brat,Hot This Week 35,,needs_api_verification,https://music.apple.com/us/search?term=YAK+%28You+Already+Know%29+Da+Brat+feat.+Sage+the+Gemini+%26+Eric+Bellinger,https://open.spotify.com/search/YAK%20%28You%20Already%20Know%29%20Da%20Brat%20feat.%20Sage%20the%20Gemini%20%26%20Eric%20Bellinger,https://music.youtube.com/search?q=YAK+%28You+Already+Know%29+Da+Brat+feat.+Sage+the+Gemini+%26+Eric+Bellinger,https://musicbrainz.org/search?query=Hot+This+Week+35&type=release_group&method=indexed,[]
111,Yaya,Bobby Brackins feat. Eric Bellinger,Bobby Brackins,To Live For,USUYG1093103,needs_api_verification,https://music.apple.com/us/search?term=Yaya+Bobby+Brackins+feat.+Eric+Bellinger,https://open.spotify.com/search/Yaya%20Bobby%20Brackins%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=Yaya+Bobby+Brackins+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=To+Live+For&type=release_group&method=indexed,[]
112,ZONE,EARTHGANG & Spillage Village feat. Eric Bellinger,EARTHGANG,PERFECT FANTASY,QZNMW2440910,needs_api_verification,https://music.apple.com/us/search?term=ZONE+EARTHGANG+%26+Spillage+Village+feat.+Eric+Bellinger,https://open.spotify.com/search/ZONE%20EARTHGANG%20%26%20Spillage%20Village%20feat.%20Eric%20Bellinger,https://music.youtube.com/search?q=ZONE+EARTHGANG+%26+Spillage+Village+feat.+Eric+Bellinger,https://musicbrainz.org/search?query=PERFECT+FANTASY&type=release_group&method=indexed,[]
